Account,Company,Transaction Date,JV Value
Food Costs,TESCO STORE,08/08/2014,64.5
Food Costs,TESCO STORE,21/08/2014,26.87
Food Costs,TESCO STORE,02/09/2014,68.96
Food Costs,TESCO STORE,08/09/2014,9.22
Food Costs,TESCO STORE,12/09/2014,62.5
Food Costs,TESCO STORE,12/09/2014,39.57
Food Costs,TESCO STORE,21/10/2014,8
Food Costs,TESCO STORE,24/10/2014,22.04
Food Costs,TESCO STORE,27/10/2014,3.2
Food Costs,TESCO STORE,31/10/2014,32.81
Food Costs,TESCO STORE,31/10/2014,28
Food Costs,TESCO STORE,15/10/2014,49.23
Food Costs,TESCO STORE,06/11/2014,27.26
Food Costs,TESCO STORE,21/01/2015,14.99
Food Costs,TESCO STORE,26/01/2015,29.33
Food Costs,TESCO STORE,23/01/2015,33.81
Food Costs,TESCO STORE,02/02/2015,9.45
Food Costs,TESCO STORE,19/01/2015,10.44
Food Costs,TESCO STORE,06/02/2015,4.4
Food Costs,TESCO STORE,24/02/2015,12.99
Food Costs,TESCO STORE,06/02/2015,5.44
Food Costs,TESCO STORE,30/04/2014,13
Food Costs,TESCO STORE,26/01/2015,3
Food Costs,TESCO STORE,26/12/2014,400
Food Costs,TESCO STORE,19/01/2015,14.5
Food Costs,TESCO STORE,21/07/2014,17.16
Food Costs,TESCO STORE,24/09/2014,54.5
Food Costs,TESCO STORE,22/09/2014,9.59
Food Costs,TESCO STORE,29/09/2014,4.58
Food Costs,TESCO STORE,03/10/2014,21.73
Food Costs,TESCO STORE,24/11/2014,32
Food Costs,TESCO STORE,17/11/2014,8
Food Costs,TESCO STORE,10/11/2014,18.88
Food Costs,TESCO STORE,07/05/2014,5.76
Food Costs,TESCO STORE,24/12/2014,250
Food Costs,TESCO STORE,09/02/2015,37.8
Food Costs,TESCO STORE,30/05/2014,6.5
Food Costs,TESCO STORE,02/05/2014,10
Food Costs,TESCO STORE,17/07/2014,10.4
Food Costs,TESCO STORE,23/04/2014,19
Food Costs,TESCO STORE,21/05/2014,10
Food Costs,TESCO STORE,29/08/2014,12.1
Food Costs,TESCO STORE,25/08/2014,17
Food Costs,TESCO STORE,23/09/2014,24
Food Costs,TESCO STORE,08/09/2014,41.07
Food Costs,TESCO STORE,15/09/2014,13
Food Costs,TESCO STORE,12/09/2014,55
Food Costs,TESCO STORE,26/09/2014,68
Food Costs,TESCO STORE,19/09/2014,44.5
Food Costs,TESCO STORE,19/09/2014,21.35
Food Costs,TESCO STORE,27/10/2014,30
Food Costs,TESCO STORE,21/11/2014,34.5
Food Costs,TESCO STORE,07/11/2014,6
Food Costs,TESCO STORE,16/12/2014,49.5
Food Costs,TESCO STORE,19/12/2014,20
Food Costs,TESCO STORE,26/01/2015,22.5
Food Costs,TESCO STORE,10/02/2015,50
Food Costs,TESCO STORE,29/04/2014,-4
Food Costs,TESCO STORE,17/06/2014,-3.99
Food Costs,TESCO STORE,23/09/2014,-4
Food Costs,TESCO STORE,25/07/2014,7.35
Food Costs,TESCO STORE,25/07/2014,39.2
Food Costs,TESCO STORE,14/04/2014,45
Food Costs,TESCO STORE,21/04/2014,8.48
Food Costs,TESCO STORE,08/04/2014,1.98
Food Costs,TESCO STORE,12/05/2014,14.5
Food Costs,TESCO STORE,22/05/2014,12.25
Food Costs,TESCO STORE,29/05/2014,8.89
Food Costs,TESCO STORE,19/06/2014,14.5
Food Costs,TESCO STORE,04/07/2014,10.32
Food Costs,TESCO STORE,04/07/2014,9.78
Food Costs,TESCO STORE,22/09/2014,7.04
Food Costs,TESCO STORE,02/09/2014,2.54
Food Costs,TESCO STORE,06/10/2014,4.63
Food Costs,TESCO STORE,06/10/2014,9.39
Food Costs,TESCO STORE,13/10/2014,23.4
Food Costs,TESCO STORE,24/11/2014,12
Food Costs,TESCO STORE,01/01/2015,8
Food Costs,TESCO STORE,16/01/2015,18.69
Food Costs,TESCO STORE,02/02/2015,7.25
Food Costs,TESCO STORE,23/02/2015,3.39
Food Costs,TESCO STORE,23/02/2015,3.07
Stationery,TESCO STORE,23/02/2015,6.46
Stationery,TESCO STORE,20/02/2015,0.9
Stationery,TESCO STORE,05/09/2014,6.06
Stationery,TESCO STORE,29/09/2014,13.64
Stationery,TESCO STORE,26/09/2014,27.51
Stationery,TESCO STORE,12/09/2014,31.89
Stationery,TESCO STORE,10/10/2014,19.31
Stationery,TESCO STORE,27/10/2014,27.13
Stationery,TESCO STORE,07/11/2014,28.73
Stationery,TESCO STORE,22/12/2014,6.97
Stationery,TESCO STORE,05/12/2014,24.29
Stationery,TESCO STORE,16/01/2015,26.78
Stationery,TESCO STORE,26/01/2015,13.39
Stationery,TESCO STORE,03/02/2015,18.65
Stationery,TESCO STORE,18/02/2015,4
Stationery,TESCO STORE,02/03/2015,17
Stationery,TESCO STORE,13/02/2015,22.74
Stationery,TESCO STORE,24/04/2014,205.62
Stationery,TESCO STORE,02/04/2014,226.13
Stationery,TESCO STORE,02/04/2014,-230.3
Stationery,TESCO STORE,29/04/2014,177.31
Stationery,TESCO STORE,07/05/2014,208.84
Stationery,TESCO STORE,13/05/2014,209.61
Stationery,TESCO STORE,28/05/2014,32.68
Stationery,TESCO STORE,20/05/2014,195.87
Stationery,TESCO STORE,01/07/2014,274.03
Stationery,TESCO STORE,03/06/2014,245.85
Stationery,TESCO STORE,24/06/2014,226.01
Stationery,Amazon EU,17/06/2014,233.5
Stationery,Amazon EU,10/06/2014,242.58
Stationery,Amazon EU,08/07/2014,216.46
Stationery,Amazon EU,29/07/2014,24.81
Stationery,Amazon EU,15/07/2014,204.13
Stationery,Amazon EU,18/07/2014,135.73
Stationery,SAINSBURYS,22/07/2014,29.4
Stationery,SAINSBURYS,19/08/2014,25.77
Stationery,SAINSBURYS,05/08/2014,47.06
Stationery,SAINSBURYS,30/09/2014,190.77
Stationery,SAINSBURYS,23/09/2014,209.68
Stationery,SAINSBURYS,05/09/2014,31.27
Stationery,SAINSBURYS,09/09/2014,195.36
Stationery,SAINSBURYS,16/09/2014,234.29
Stationery,SAINSBURYS,22/09/2014,48.15
Stationery,SAINSBURYS,21/10/2014,240.2
Stationery,SAINSBURYS,07/10/2014,228.37
Stationery,SAINSBURYS,28/10/2014,29.79
Stationery,SAINSBURYS,20/10/2014,28.92
Stationery,ASDA SUPERSTORE,14/10/2014,226.41
Stationery,ASDA SUPERSTORE,11/11/2014,261.01
Stationery,ASDA SUPERSTORE,25/11/2014,212.47
Stationery,ASDA SUPERSTORE,18/11/2014,199.92
Stationery,ASDA SUPERSTORE,04/11/2014,228.48
Stationery,ASDA SUPERSTORE,20/11/2014,113.07
Stationery,ASDA SUPERSTORE,11/11/2014,24
Stationery,ASDA SUPERSTORE,01/12/2014,29.3
Stationery,ASDA SUPERSTORE,02/12/2014,211.43
Stationery,ASDA SUPERSTORE,15/12/2014,64.74
Stationery,ASDA SUPERSTORE,16/12/2014,141.89
Stationery,ASDA SUPERSTORE,09/12/2014,187.07
Stationery,ASDA SUPERSTORE,16/12/2014,97.91
Stationery,TESCO STORE,30/12/2014,47
Stationery,TESCO STORE,06/01/2015,233.01
Stationery,TESCO STORE,13/01/2015,211.5
Stationery,TESCO STORE,20/01/2015,205.67
Stationery,TESCO STORE,27/01/2015,215.19
Stationery,TESCO STORE,07/01/2015,14.99
Stationery,TESCO STORE,26/01/2015,63.26
Stationery,TESCO STORE,02/02/2015,36.5
Stationery,TESCO STORE,10/02/2015,213.66
Stationery,TESCO STORE,03/02/2015,265.71
Stationery,TESCO STORE,23/02/2015,-51.98
Stationery,TESCO STORE,23/02/2015,51.98
Stationery,TESCO STORE,12/02/2015,70.85
Stationery,TESCO STORE,24/02/2015,225.79
Stationery,TESCO STORE,26/02/2015,3.32
Stationery,TESCO STORE,10/02/2015,180.16
Stationery,TESCO STORE,23/02/2015,62
Stationery,TESCO STORE,23/05/2014,23.55
Stationery,TESCO STORE,24/07/2014,7.48
Stationery,TESCO STORE,01/09/2014,6
Stationery,TESCO STORE,12/08/2014,4.82
Stationery,TESCO STORE,12/01/2015,3.5
Stationery,TESCO STORE,20/02/2015,1.49
